888,Cambodia,Wage (non-qualified labour),5.04,2013|5
889,Cambodia,Wage (non-qualified labour),4.8,2013|6
890,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|7
891,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|8
892,Cambodia,Wage (non-qualified labour),4.2,2013|9
893,Cambodia,Wage (non-qualified labour),3.96,2013|10
894,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|11
895,Cambodia,Wage (non-qualified labour),3.96,2013|12
896,Cambodia,Wage (non-qualified labour),3.96,2014|1
897,Cambodia,Wage (non-qualified labour),5.04,2014|2
898,Cambodia,Wage (non-qualified labour),5.16,2014|3
899,Cambodia,Wage (non-qualified labour),5.16,2014|4
900,Cambodia,Wage (non-qualified labour),5.5200000000000005,2014|5
901,Cambodia,Wage (non-qualified labour),4.98,2014|6
902,Cambodia,Wage (non-qualified labour),4.98,2014|7
903,Cambodia,Wage (non-qualified labour),5.16,2014|8
904,Cambodia,Wage (non-qualified labour),5.16,2014|9
905,Cambodia,Wage (non-qualified labour),5.76,2014|10
906,Cambodia,Wage (non-qualified labour),5.76,2014|11
907,Cambodia,Wage (non-qualified labour),5.4,2014|12
908,Cambodia,Wage (non-qualified labour),6.12,2015|1
909,Cambodia,Wage (non-qualified labour),6.48,2015|2
910,Cambodia,Wage (non-qualified labour),5.4,2015|3
911,Cambodia,Wage (non-qualified labour),5.4,2015|4
912,Cambodia,Wage (non-qualified labour),5.4,2015|5
913,Cambodia,Wage (non-qualified labour),5.4,2015|6
914,Cambodia,Wage (non-qualified labour),5.4,2015|7
915,Cambodia,Wage (non-qualified labour),5.4,2015|8
916,Cambodia,Wage (non-qualified labour),5.4,2015|9
917,Cambodia,Wage (non-qualified labour),5.4,2015|10
918,Cambodia,Wage (non-qualified labour),5.4,2015|11
919,Cambodia,Wage (non-qualified labour),5.4,2015|12
920,Cambodia,Wage (non-qualified labour),4.879999992,2016|1
921,Cambodia,Wage (non-qualified labour),5.04,2016|2
922,Cambodia,Wage (non-qualified labour),5.04,2016|3
923,Cambodia,Wage (non-qualified labour),5.04,2016|4
924,Cambodia,Wage (non-qualified labour),5.04,2016|5
925,Cambodia,Wage (non-qualified labour),5.04,2016|6
926,Cambodia,Wage (non-qualified labour),5.04,2016|7
927,Cambodia,Wage (non-qualified labour),5.04,2016|8
928,Cambodia,Wage (non-qualified labour),5.04,2016|9
929,Cambodia,Wage (non-qualified labour),5.04,2016|11
930,Cambodia,Wage (non-qualified labour),5.04,2016|12
931,Cambodia,Wage (non-qualified labour),5.04,2017|1
932,Cambodia,Wage (non-qualified labour),5.04,2017|2
933,Cambodia,Wage (non-qualified labour),5.16,2017|3
934,Cambodia,Wage (non-qualified labour),5.16,2017|5
935,Cambodia,Wage (non-qualified labour),4.272,2013|4
936,Cambodia,Wage (non-qualified labour),4.8,2013|5
937,Cambodia,Wage (non-qualified labour),4.2,2013|6
938,Cambodia,Wage (non-qualified labour),4.44,2013|7
939,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|8
940,Cambodia,Wage (non-qualified labour),4.08,2013|9
941,Cambodia,Wage (non-qualified labour),3.96,2013|10
942,Cambodia,Wage (non-qualified labour),3.72,2013|11
943,Cambodia,Wage (non-qualified labour),4.38,2013|12
944,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|1
945,Cambodia,Wage (non-qualified labour),6.0,2014|2
946,Cambodia,Wage (non-qualified labour),5.4,2014|3
947,Cambodia,Wage (non-qualified labour),5.04,2014|4
948,Cambodia,Wage (non-qualified labour),5.16,2014|5
949,Cambodia,Wage (non-qualified labour),4.98,2014|6
950,Cambodia,Wage (non-qualified labour),4.98,2014|7
951,Cambodia,Wage (non-qualified labour),4.98,2014|8
952,Cambodia,Wage (non-qualified labour),4.98,2014|9
953,Cambodia,Wage (non-qualified labour),5.1000000000000005,2014|10
954,Cambodia,Wage (non-qualified labour),5.1000000000000005,2014|11
955,Cambodia,Wage (non-qualified labour),5.1000000000000005,2015|1
956,Cambodia,Wage (non-qualified labour),5.5200000000000005,2015|2
957,Cambodia,Wage (non-qualified labour),5.1199999919999994,2015|3
958,Cambodia,Wage (non-qualified labour),5.1199999919999994,2015|4
959,Cambodia,Wage (non-qualified labour),5.1199999919999994,2015|5
960,Cambodia,Wage (non-qualified labour),5.1199999919999994,2015|6
961,Cambodia,Wage (non-qualified labour),4.849999992,2015|7
962,Cambodia,Wage (non-qualified labour),4.819999992,2015|8
963,Cambodia,Wage (non-qualified labour),4.819999992,2015|9
964,Cambodia,Wage (non-qualified labour),4.819999992,2015|10
965,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|11
966,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|12
967,Cambodia,Wage (non-qualified labour),4.720000008,2016|1
968,Cambodia,Wage (non-qualified labour),5.16,2016|2
969,Cambodia,Wage (non-qualified labour),4.92,2016|3
970,Cambodia,Wage (non-qualified labour),5.04,2016|4
971,Cambodia,Wage (non-qualified labour),4.92,2016|5
972,Cambodia,Wage (non-qualified labour),4.92,2016|6
973,Cambodia,Wage (non-qualified labour),5.04,2016|7
974,Cambodia,Wage (non-qualified labour),5.04,2016|8
975,Cambodia,Wage (non-qualified labour),6.0,2016|9
976,Cambodia,Wage (non-qualified labour),4.8,2016|11
977,Cambodia,Wage (non-qualified labour),4.8,2016|12
978,Cambodia,Wage (non-qualified labour),4.8,2017|1
979,Cambodia,Wage (non-qualified labour),4.8,2017|3
980,Cambodia,Wage (non-qualified labour),3.72,2013|4
981,Cambodia,Wage (non-qualified labour),3.72,2013|5
982,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|6
983,Cambodia,Wage (non-qualified labour),3.72,2013|7
984,Cambodia,Wage (non-qualified labour),4.8,2013|8
985,Cambodia,Wage (non-qualified labour),4.2,2013|9
986,Cambodia,Wage (non-qualified labour),4.8,2014|1
987,Cambodia,Wage (non-qualified labour),4.8,2014|2
988,Cambodia,Wage (non-qualified labour),3.96,2014|3
989,Cambodia,Wage (non-qualified labour),4.32,2014|4
990,Cambodia,Wage (non-qualified labour),4.32,2014|5
991,Cambodia,Wage (non-qualified labour),4.8,2014|6
992,Cambodia,Wage (non-qualified labour),4.2,2014|7
993,Cambodia,Wage (non-qualified labour),4.2,2014|8
994,Cambodia,Wage (non-qualified labour),4.8,2014|9
995,Cambodia,Wage (non-qualified labour),4.2,2014|10
996,Cambodia,Wage (non-qualified labour),4.8,2014|11
997,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|12
998,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|1
999,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|2
1000,Cambodia,Wage (non-qualified labour),4.8,2015|3
1001,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|4
1002,Cambodia,Wage (non-qualified labour),4.2,2015|5
1003,Cambodia,Wage (non-qualified labour),4.2,2015|6
1004,Cambodia,Wage (non-qualified labour),4.44,2015|7
1005,Cambodia,Wage (non-qualified labour),4.44,2015|8
1006,Cambodia,Wage (non-qualified labour),4.44,2015|9
1007,Cambodia,Wage (non-qualified labour),4.44,2015|10
1008,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|11
1009,Cambodia,Wage (non-qualified labour),4.86,2015|12
1010,Cambodia,Wage (non-qualified labour),4.86,2016|1
1011,Cambodia,Wage (non-qualified labour),4.86,2016|2
1012,Cambodia,Wage (non-qualified labour),4.2,2016|3
1013,Cambodia,Wage (non-qualified labour),4.68,2016|4
1014,Cambodia,Wage (non-qualified labour),4.8,2016|5
1015,Cambodia,Wage (non-qualified labour),4.32,2016|6
1016,Cambodia,Wage (non-qualified labour),4.2,2016|7
1017,Cambodia,Wage (non-qualified labour),4.2,2016|8
1018,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|4
1019,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|5
1020,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|6
1021,Cambodia,Wage (non-qualified labour),3.8400000000000003,2013|7
1022,Cambodia,Wage (non-qualified labour),4.08,2013|8
1023,Cambodia,Wage (non-qualified labour),4.2,2013|9
1024,Cambodia,Wage (non-qualified labour),4.44,2013|11
1025,Cambodia,Wage (non-qualified labour),3.96,2013|12
1026,Cambodia,Wage (non-qualified labour),3.8400000000000003,2014|2
1027,Cambodia,Wage (non-qualified labour),4.08,2014|3
1028,Cambodia,Wage (non-qualified labour),4.8,2014|5
1029,Cambodia,Wage (non-qualified labour),4.8,2014|6
1030,Cambodia,Wage (non-qualified labour),4.8,2014|7
1031,Cambodia,Wage (non-qualified labour),4.8,2014|8
1032,Cambodia,Wage (non-qualified labour),4.8,2014|9
1033,Cambodia,Wage (non-qualified labour),4.8,2014|10
1034,Cambodia,Wage (non-qualified labour),5.28,2014|11
1035,Cambodia,Wage (non-qualified labour),5.04,2014|12
1036,Cambodia,Wage (non-qualified labour),4.8,2015|1
1037,Cambodia,Wage (non-qualified labour),4.8,2015|2
1038,Cambodia,Wage (non-qualified labour),4.8,2015|3
1039,Cambodia,Wage (non-qualified labour),4.8,2015|4
1040,Cambodia,Wage (non-qualified labour),4.8,2015|5
1041,Cambodia,Wage (non-qualified labour),5.5200000000000005,2015|6
1042,Cambodia,Wage (non-qualified labour),5.4,2015|7
1043,Cambodia,Wage (non-qualified labour),5.4,2015|8
1044,Cambodia,Wage (non-qualified labour),5.4,2015|9
1045,Cambodia,Wage (non-qualified labour),5.4,2015|10
1046,Cambodia,Wage (non-qualified labour),5.4,2015|11
1047,Cambodia,Wage (non-qualified labour),5.04,2015|12
1048,Cambodia,Wage (non-qualified labour),5.4,2016|1
1049,Cambodia,Wage (non-qualified labour),5.4,2016|2
1050,Cambodia,Wage (non-qualified labour),5.4,2016|3
1051,Cambodia,Wage (non-qualified labour),6.0,2016|4
1052,Cambodia,Wage (non-qualified labour),6.0,2016|5
1053,Cambodia,Wage (non-qualified labour),6.0,2016|6
1054,Cambodia,Wage (non-qualified labour),6.0,2016|7
1055,Cambodia,Wage (non-qualified labour),6.0,2016|8
1056,Cambodia,Wage (non-qualified labour),3.24,2013|4
1057,Cambodia,Wage (non-qualified labour),3.6,2013|5
1058,Cambodia,Wage (non-qualified labour),3.24,2013|6
1059,Cambodia,Wage (non-qualified labour),4.08,2013|7
1060,Cambodia,Wage (non-qualified labour),3.24,2013|8
1061,Cambodia,Wage (non-qualified labour),3.96,2013|9
1062,Cambodia,Wage (non-qualified labour),4.32,2013|10
1063,Cambodia,Wage (non-qualified labour),3.42,2013|11
1064,Cambodia,Wage (non-qualified labour),3.6,2013|12
1065,Cambodia,Wage (non-qualified labour),3.6,2014|1
1066,Cambodia,Wage (non-qualified labour),3.8400000000000003,2014|2
1067,Cambodia,Wage (non-qualified labour),3.8400000000000003,2014|3
1068,Cambodia,Wage (non-qualified labour),4.32,2014|4
1069,Cambodia,Wage (non-qualified labour),4.8,2014|5
1070,Cambodia,Wage (non-qualified labour),4.8,2014|6
1071,Cambodia,Wage (non-qualified labour),6.0,2014|7
1072,Cambodia,Wage (non-qualified labour),6.0,2014|8
1073,Cambodia,Wage (non-qualified labour),6.0,2014|9
1074,Cambodia,Wage (non-qualified labour),4.44,2014|10
1075,Cambodia,Wage (non-qualified labour),4.44,2014|11
1076,Cambodia,Wage (non-qualified labour),4.44,2014|12
1077,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|1
1078,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|2
1079,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|3
1080,Cambodia,Wage (non-qualified labour),5.04,2015|4
1081,Cambodia,Wage (non-qualified labour),5.28,2015|5
1082,Cambodia,Wage (non-qualified labour),5.4,2015|6
1083,Cambodia,Wage (non-qualified labour),4.32,2015|7
1084,Cambodia,Wage (non-qualified labour),4.8,2015|8
1085,Cambodia,Wage (non-qualified labour),4.32,2015|9
1086,Cambodia,Wage (non-qualified labour),4.8,2015|10
1087,Cambodia,Wage (non-qualified labour),4.8,2015|11
1088,Cambodia,Wage (non-qualified labour),4.8,2015|12
1089,Cambodia,Wage (non-qualified labour),5.4,2016|1
1090,Cambodia,Wage (non-qualified labour),5.16,2016|2
1091,Cambodia,Wage (non-qualified labour),5.16,2016|3
1092,Cambodia,Wage (non-qualified labour),5.4,2016|4
1093,Cambodia,Wage (non-qualified labour),6.0,2016|5
1094,Cambodia,Wage (non-qualified labour),6.0,2016|6
1095,Cambodia,Wage (non-qualified labour),6.0,2016|7
1096,Cambodia,Wage (non-qualified labour),6.24,2016|8
1097,Cambodia,Wage (non-qualified labour),6.24,2016|9
1098,Cambodia,Wage (non-qualified labour),6.0,2016|10
1099,Cambodia,Wage (non-qualified labour),6.0,2016|11
1100,Cambodia,Wage (non-qualified labour),6.0,2016|12
1101,Cambodia,Wage (non-qualified labour),6.0,2017|1
1102,Cambodia,Wage (non-qualified labour),6.0,2017|2
1103,Cambodia,Wage (non-qualified labour),4.92,2017|3
1104,Cambodia,Wage (non-qualified labour),4.8,2017|5
1105,Cambodia,Wage (non-qualified labour),4.8,2013|4
1106,Cambodia,Wage (non-qualified labour),3.6,2013|6
1107,Cambodia,Wage (non-qualified labour),3.6,2013|7
1108,Cambodia,Wage (non-qualified labour),3.6,2013|8
1109,Cambodia,Wage (non-qualified labour),4.8,2013|9
1110,Cambodia,Wage (non-qualified labour),3.96,2013|10
1111,Cambodia,Wage (non-qualified labour),4.5600000000000005,2013|11
1112,Cambodia,Wage (non-qualified labour),3.6,2013|12
1113,Cambodia,Wage (non-qualified labour),3.72,2014|1
1114,Cambodia,Wage (non-qualified labour),4.8,2014|2
1115,Cambodia,Wage (non-qualified labour),4.8,2014|4
1116,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|5
1117,Cambodia,Wage (non-qualified labour),4.8,2014|6
1118,Cambodia,Wage (non-qualified labour),4.8,2014|7
1119,Cambodia,Wage (non-qualified labour),5.5200000000000005,2014|8
1120,Cambodia,Wage (non-qualified labour),6.0,2014|9
1121,Cambodia,Wage (non-qualified labour),6.0,2014|10
1122,Cambodia,Wage (non-qualified labour),6.0,2014|11
1123,Cambodia,Wage (non-qualified labour),4.8,2014|12
1124,Cambodia,Wage (non-qualified labour),5.28,2015|1
1125,Cambodia,Wage (non-qualified labour),4.8,2015|2
1126,Cambodia,Wage (non-qualified labour),4.8,2015|3
1127,Cambodia,Wage (non-qualified labour),6.0,2015|4
1128,Cambodia,Wage (non-qualified labour),6.0,2015|5
1129,Cambodia,Wage (non-qualified labour),6.0,2015|6
1130,Cambodia,Wage (non-qualified labour),4.8,2015|7
1131,Cambodia,Wage (non-qualified labour),4.8,2015|8
1132,Cambodia,Wage (non-qualified labour),4.8,2015|9
1133,Cambodia,Wage (non-qualified labour),6.0,2015|10
1134,Cambodia,Wage (non-qualified labour),6.0,2015|12
1135,Cambodia,Wage (non-qualified labour),6.0,2016|1
1136,Cambodia,Wage (non-qualified labour),6.0,2016|2
1137,Cambodia,Wage (non-qualified labour),6.0,2016|3
1138,Cambodia,Wage (non-qualified labour),6.0,2016|6
1139,Cambodia,Wage (non-qualified labour),6.0,2016|7
1140,Cambodia,Wage (non-qualified labour),6.48,2016|8
1141,Cambodia,Wage (non-qualified labour),4.8,2016|9
1142,Cambodia,Wage (non-qualified labour),4.8,2016|10
1143,Cambodia,Wage (non-qualified labour),4.8,2016|11
1144,Cambodia,Wage (non-qualified labour),4.8,2016|12
1145,Cambodia,Wage (non-qualified labour),4.8,2017|1
1146,Cambodia,Wage (non-qualified labour),6.0,2017|2
1147,Cambodia,Wage (non-qualified labour),6.36,2017|3
1148,Cambodia,Wage (non-qualified labour),5.76,2017|5
1149,Cambodia,Wage (non-qualified labour),4.5600000000000005,2013|4
1150,Cambodia,Wage (non-qualified labour),4.5600000000000005,2013|5
1151,Cambodia,Wage (non-qualified labour),3.6,2013|6
1152,Cambodia,Wage (non-qualified labour),3.12,2013|7
1153,Cambodia,Wage (non-qualified labour),3.72,2013|8
1154,Cambodia,Wage (non-qualified labour),4.68,2013|9
1155,Cambodia,Wage (non-qualified labour),4.68,2013|10
1156,Cambodia,Wage (non-qualified labour),5.04,2013|12
1157,Cambodia,Wage (non-qualified labour),3.96,2014|1
1158,Cambodia,Wage (non-qualified labour),4.2,2014|2
1159,Cambodia,Wage (non-qualified labour),4.2,2014|3
1160,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|4
1161,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|5
1162,Cambodia,Wage (non-qualified labour),4.08,2014|6
1163,Cambodia,Wage (non-qualified labour),4.8,2014|7
1164,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|8
1165,Cambodia,Wage (non-qualified labour),3.6,2014|9
1166,Cambodia,Wage (non-qualified labour),5.4,2014|10
1167,Cambodia,Wage (non-qualified labour),5.4,2014|11
1168,Cambodia,Wage (non-qualified labour),4.8,2014|12
1169,Cambodia,Wage (non-qualified labour),5.4,2015|1
1170,Cambodia,Wage (non-qualified labour),5.4,2015|2
1171,Cambodia,Wage (non-qualified labour),5.4,2015|3
1172,Cambodia,Wage (non-qualified labour),5.5200000000000005,2015|4
1173,Cambodia,Wage (non-qualified labour),6.0,2015|5
1174,Cambodia,Wage (non-qualified labour),5.4,2015|6
1175,Cambodia,Wage (non-qualified labour),5.7,2015|7
1176,Cambodia,Wage (non-qualified labour),4.8,2015|8
1177,Cambodia,Wage (non-qualified labour),4.8,2015|9
1178,Cambodia,Wage (non-qualified labour),5.28,2015|10
1179,Cambodia,Wage (non-qualified labour),5.640000000000001,2015|11
1180,Cambodia,Wage (non-qualified labour),6.0,2015|12
1181,Cambodia,Wage (non-qualified labour),6.0,2016|1
1182,Cambodia,Wage (non-qualified labour),6.0,2016|2
1183,Cambodia,Wage (non-qualified labour),6.0,2016|3
1184,Cambodia,Wage (non-qualified labour),6.0,2016|4
1185,Cambodia,Wage (non-qualified labour),5.4,2016|5
1186,Cambodia,Wage (non-qualified labour),5.4,2016|6
1187,Cambodia,Wage (non-qualified labour),5.4,2016|7
1188,Cambodia,Wage (non-qualified labour),6.84,2016|8
1189,Cambodia,Wage (non-qualified labour),6.12,2016|9
1190,Cambodia,Wage (non-qualified labour),6.24,2016|10
1191,Cambodia,Wage (non-qualified labour),6.0,2016|11
1192,Cambodia,Wage (non-qualified labour),6.12,2016|12
1193,Cambodia,Wage (non-qualified labour),6.0,2017|1
1194,Cambodia,Wage (non-qualified labour),6.0,2017|2
1195,Cambodia,Wage (non-qualified labour),5.16,2017|3
1196,Cambodia,Wage (non-qualified labour),5.5200000000000005,2017|5
1197,Cambodia,Wage (non-qualified labour),3.96,2013|4
1198,Cambodia,Wage (non-qualified labour),3.96,2013|5
1199,Cambodia,Wage (non-qualified labour),3.96,2013|6
1200,Cambodia,Wage (non-qualified labour),4.44,2013|7
1201,Cambodia,Wage (non-qualified labour),4.5600000000000005,2013|8
1202,Cambodia,Wage (non-qualified labour),4.08,2013|9
1203,Cambodia,Wage (non-qualified labour),4.08,2013|10
1204,Cambodia,Wage (non-qualified labour),3.72,2013|11
1205,Cambodia,Wage (non-qualified labour),4.8,2013|12
1206,Cambodia,Wage (non-qualified labour),6.0,2014|1
1207,Cambodia,Wage (non-qualified labour),4.32,2014|2
1208,Cambodia,Wage (non-qualified labour),4.32,2014|3
1209,Cambodia,Wage (non-qualified labour),4.32,2014|4
1210,Cambodia,Wage (non-qualified labour),4.32,2014|5
1211,Cambodia,Wage (non-qualified labour),4.2,2014|6
1212,Cambodia,Wage (non-qualified labour),4.2,2014|7
1213,Cambodia,Wage (non-qualified labour),4.8,2014|8
1214,Cambodia,Wage (non-qualified labour),4.8,2014|9
1215,Cambodia,Wage (non-qualified labour),4.8,2014|10
1216,Cambodia,Wage (non-qualified labour),5.28,2014|11
1217,Cambodia,Wage (non-qualified labour),4.8,2014|12
1218,Cambodia,Wage (non-qualified labour),4.8,2015|1
1219,Cambodia,Wage (non-qualified labour),5.4,2015|2
1220,Cambodia,Wage (non-qualified labour),5.4,2015|3
1221,Cambodia,Wage (non-qualified labour),5.4,2015|4
1222,Cambodia,Wage (non-qualified labour),5.4,2015|5
1223,Cambodia,Wage (non-qualified labour),5.4,2015|6
1224,Cambodia,Wage (non-qualified labour),5.4,2015|7
1225,Cambodia,Wage (non-qualified labour),4.5600000000000005,2015|8
1226,Cambodia,Wage (non-qualified labour),5.4,2015|9
1227,Cambodia,Wage (non-qualified labour),5.4,2015|10
1228,Cambodia,Wage (non-qualified labour),5.4,2015|11
1229,Cambodia,Wage (non-qualified labour),5.4,2015|12
1230,Cambodia,Wage (non-qualified labour),5.4,2016|1
1231,Cambodia,Wage (non-qualified labour),5.4,2016|2
1232,Cambodia,Wage (non-qualified labour),5.4,2016|3
1233,Cambodia,Wage (non-qualified labour),5.4,2016|4
1234,Cambodia,Wage (non-qualified labour),5.4,2016|5
1235,Cambodia,Wage (non-qualified labour),5.4,2016|6
1236,Cambodia,Wage (non-qualified labour),5.4,2016|7
1237,Cambodia,Wage (non-qualified labour),5.4,2016|8
1238,Cambodia,Wage (non-qualified labour),3.6,2013|4
1239,Cambodia,Wage (non-qualified labour),3.6,2013|5
1240,Cambodia,Wage (non-qualified labour),3.72,2013|6
1241,Cambodia,Wage (non-qualified labour),3.96,2013|7
1242,Cambodia,Wage (non-qualified labour),3.24,2013|8
1243,Cambodia,Wage (non-qualified labour),3.48,2013|9
1244,Cambodia,Wage (non-qualified labour),3.72,2013|10
1245,Cambodia,Wage (non-qualified labour),3.66,2013|11
1246,Cambodia,Wage (non-qualified labour),4.0200000000000005,2013|12
1247,Cambodia,Wage (non-qualified labour),4.32,2014|1
1248,Cambodia,Wage (non-qualified labour),4.32,2014|2
1249,Cambodia,Wage (non-qualified labour),4.8,2014|3
1250,Cambodia,Wage (non-qualified labour),3.8400000000000003,2014|4
1251,Cambodia,Wage (non-qualified labour),4.32,2014|5
1252,Cambodia,Wage (non-qualified labour),4.32,2014|6
1253,Cambodia,Wage (non-qualified labour),3.96,2014|7
1254,Cambodia,Wage (non-qualified labour),4.32,2014|8
1255,Cambodia,Wage (non-qualified labour),3.96,2014|9
1256,Cambodia,Wage (non-qualified labour),4.32,2014|10
1257,Cambodia,Wage (non-qualified labour),4.32,2014|11
1258,Cambodia,Wage (non-qualified labour),4.32,2014|12
1259,Cambodia,Wage (non-qualified labour),4.5,2015|1
1260,Cambodia,Wage (non-qualified labour),5.1000000000000005,2015|2
1261,Cambodia,Wage (non-qualified labour),4.8,2015|3
1262,Cambodia,Wage (non-qualified labour),4.8,2015|4
1263,Cambodia,Wage (non-qualified labour),4.8,2015|5
1264,Cambodia,Wage (non-qualified labour),4.8,2015|6
1265,Cambodia,Wage (non-qualified labour),4.98,2015|7
1266,Cambodia,Wage (non-qualified labour),4.68,2015|8
1267,Cambodia,Wage (non-qualified labour),4.68,2015|9
1268,Cambodia,Wage (non-qualified labour),4.68,2015|10
1269,Cambodia,Wage (non-qualified labour),4.68,2015|11
1270,Cambodia,Wage (non-qualified labour),4.5,2015|12
1271,Cambodia,Wage (non-qualified labour),4.8,2016|1
1272,Cambodia,Wage (non-qualified labour),4.8,2016|2
1273,Cambodia,Wage (non-qualified labour),4.08,2016|3
1274,Cambodia,Wage (non-qualified labour),4.08,2016|4
1275,Cambodia,Wage (non-qualified labour),4.32,2016|5
1276,Cambodia,Wage (non-qualified labour),4.2,2016|6
1277,Cambodia,Wage (non-qualified labour),4.2,2016|7
1278,Cambodia,Wage (non-qualified labour),4.2,2016|8
1279,Cambodia,Wage (non-qualified labour),4.240000008000001,2016|11
1280,Cambodia,Wage (non-qualified labour),4.08,2017|3
1281,Cambodia,Wage (non-qualified labour),4.08,2017|5
1282,Cambodia,Wage (non-qualified labour),3.96,2013|5
1283,Cambodia,Wage (non-qualified labour),3.9,2013|6
1284,Cambodia,Wage (non-qualified labour),3.6,2013|7
1285,Cambodia,Wage (non-qualified labour),4.26,2013|8
1286,Cambodia,Wage (non-qualified labour),3.6,2013|9
1287,Cambodia,Wage (non-qualified labour),3.6,2013|10
1288,Cambodia,Wage (non-qualified labour),3.96,2013|11
1289,Cambodia,Wage (non-qualified labour),3.24,2013|12
1290,Cambodia,Wage (non-qualified labour),4.32,2014|2
1291,Cambodia,Wage (non-qualified labour),4.8,2014|3
1292,Cambodia,Wage (non-qualified labour),4.2,2014|4
1293,Cambodia,Wage (non-qualified labour),4.8,2014|5
1294,Cambodia,Wage (non-qualified labour),4.44,2014|6
1295,Cambodia,Wage (non-qualified labour),4.44,2014|7
1296,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|8
1297,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|9
1298,Cambodia,Wage (non-qualified labour),4.2,2014|10
1299,Cambodia,Wage (non-qualified labour),4.68,2014|11
1300,Cambodia,Wage (non-qualified labour),4.86,2014|12
1301,Cambodia,Wage (non-qualified labour),4.86,2015|1
1302,Cambodia,Wage (non-qualified labour),5.1000000000000005,2015|2
1303,Cambodia,Wage (non-qualified labour),5.22,2015|3
1304,Cambodia,Wage (non-qualified labour),5.22,2015|4
1305,Cambodia,Wage (non-qualified labour),5.7,2015|5
1306,Cambodia,Wage (non-qualified labour),4.32,2013|4
1307,Cambodia,Wage (non-qualified labour),4.8,2013|5
1308,Cambodia,Wage (non-qualified labour),4.2,2013|6
1309,Cambodia,Wage (non-qualified labour),4.2,2013|7
1310,Cambodia,Wage (non-qualified labour),4.08,2013|8
1311,Cambodia,Wage (non-qualified labour),4.08,2013|9
1312,Cambodia,Wage (non-qualified labour),4.8,2013|10
1313,Cambodia,Wage (non-qualified labour),4.2,2013|11
1314,Cambodia,Wage (non-qualified labour),4.2,2013|12
1315,Cambodia,Wage (non-qualified labour),4.8,2014|1
1316,Cambodia,Wage (non-qualified labour),3.6,2014|2
1317,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|3
1318,Cambodia,Wage (non-qualified labour),4.8,2014|4
1319,Cambodia,Wage (non-qualified labour),3.6,2014|5
1320,Cambodia,Wage (non-qualified labour),4.2,2014|6
1321,Cambodia,Wage (non-qualified labour),4.8,2014|7
1322,Cambodia,Wage (non-qualified labour),4.8,2014|8
1323,Cambodia,Wage (non-qualified labour),4.8,2014|9
1324,Cambodia,Wage (non-qualified labour),4.5600000000000005,2014|10
1325,Cambodia,Wage (non-qualified labour),5.4,2014|11
1326,Cambodia,Wage (non-qualified labour),4.5,2014|12
1327,Cambodia,Wage (non-qualified labour),5.16,2015|1
1328,Cambodia,Wage (non-qualified labour),5.16,2015|2
1329,Cambodia,Wage (non-qualified labour),4.2,2015|3
1330,Cambodia,Wage (non-qualified labour),4.8,2015|4
1331,Cambodia,Wage (non-qualified labour),4.8,2015|5
1332,Cambodia,Wage (non-qualified labour),4.8,2015|6
1333,Cambodia,Wage (non-qualified labour),4.8,2015|7
1334,Cambodia,Wage (non-qualified labour),4.44,2015|8
1335,Cambodia,Wage (non-qualified labour),4.44,2015|9
1336,Cambodia,Wage (non-qualified labour),4.44,2015|10
1337,Cambodia,Wage (non-qualified labour),4.8,2015|11
1338,Cambodia,Wage (non-qualified labour),4.8,2015|12
1339,Cambodia,Wage (non-qualified labour),4.8,2016|1
1340,Cambodia,Wage (non-qualified labour),4.8,2016|2
1341,Cambodia,Wage (non-qualified labour),4.5600000000000005,2016|3
1342,Cambodia,Wage (non-qualified labour),4.5600000000000005,2016|4
1343,Cambodia,Wage (non-qualified labour),4.5600000000000005,2016|5
1344,Cambodia,Wage (non-qualified labour),4.8,2016|6
1345,Cambodia,Wage (non-qualified labour),4.8,2016|7
1346,Cambodia,Wage (non-qualified labour),4.8,2016|8
1347,Cambodia,Wage (non-qualified labour),4.8,2013|4
